,id_expense,value,date,account_number,category_id,main_category,secondary_category,balance_account_1111,balance_account_2222,balance_account_3333,total_balance
386,387,-71.07,2024-11-16,2222,11,Holidays,Extra Holiday Expenses,-1501.6600000000046,36601.58000000003,33686.53999999998,68786.46
526,527,-79.61,2024-11-18,3333,27,Clothing,Shoes,-1501.6600000000046,36601.58000000003,33606.92999999998,68706.85
998,999,-85.29,2024-11-18,1111,3,Purchases,Home Items,-1586.9500000000046,36601.58000000003,33606.92999999998,68621.56
1204,1205,-339.37,2024-11-18,2222,4,Purchases,Electronics,-1586.9500000000046,36262.21000000003,33606.92999999998,68282.19
1353,1354,-67.72,2024-11-19,2222,16,Leisure,Restaurant,-1586.9500000000046,36194.49000000003,33606.92999999998,68214.47
561,562,-155.62,2024-11-19,2222,2,Car,Maintenance,-1586.9500000000046,36038.870000000024,33606.92999999998,68058.85
1599,1600,-168.87,2024-11-20,3333,15,Groceries,Groceries,-1586.9500000000046,36038.870000000024,33438.059999999976,67889.98
1412,1413,-79.76,2024-11-20,3333,11,Holidays,Extra Holiday Expenses,-1586.9500000000046,36038.870000000024,33358.299999999974,67810.22
1885,1886,-93.15,2024-11-21,1111,21,Health,Pharmacy,-1680.1000000000047,36038.870000000024,33358.299999999974,67717.06999999999
1643,1644,-47.07,2024-11-21,3333,3,Purchases,Home Items,-1680.1000000000047,36038.870000000024,33311.229999999974,67670.0
1949,1950,-107.38,2024-11-21,2222,27,Clothing,Shoes,-1680.1000000000047,35931.49000000003,33311.229999999974,67562.62
943,944,-78.89,2024-11-24,3333,16,Leisure,Restaurant,-1680.1000000000047,35931.49000000003,33232.339999999975,67483.73
266,267,-54.36,2024-11-25,2222,21,Health,Pharmacy,-1680.1000000000047,35877.13000000003,33232.339999999975,67429.37
1277,1278,-74.73,2024-11-25,2222,25,Public Transports,Train,-1680.1000000000047,35802.40000000002,33232.339999999975,67354.63999999998
345,346,-707.64,2024-11-25,3333,9,Holidays,Airplane,-1680.1000000000047,35802.40000000002,32524.699999999975,66647.0
424,425,-1100.24,2024-11-25,3333,9,Holidays,Airplane,-1680.1000000000047,35802.40000000002,31424.459999999974,65546.76
1820,1821,165.72,2024-11-26,2222,12,Income,Investiments,-1680.1000000000047,35968.120000000024,31424.459999999974,65712.48
1723,1724,-86.65,2024-11-26,1111,6,Home Expenses,Electricity,-1766.7500000000048,35968.120000000024,31424.459999999974,65625.82999999999
1466,1467,-159.23,2024-11-26,3333,18,Health,Medical Appointments,-1766.7500000000048,35968.120000000024,31265.229999999974,65466.59999999999
389,390,-44.98,2024-11-28,3333,16,Leisure,Restaurant,-1766.7500000000048,35968.120000000024,31220.249999999975,65421.619999999995
1299,1300,-89.16,2024-11-28,1111,16,Leisure,Restaurant,-1855.9100000000049,35968.120000000024,31220.249999999975,65332.45999999999
499,500,-499.9,2024-11-28,1111,4,Purchases,Electronics,-2355.810000000005,35968.120000000024,31220.249999999975,64832.56
1421,1422,-497.35,2024-11-29,1111,9,Holidays,Airplane,-2853.160000000005,35968.120000000024,31220.249999999975,64335.20999999999
1014,1015,-194.36,2024-11-30,2222,28,Clothing,Clothes,-2853.160000000005,35773.760000000024,31220.249999999975,64140.84999999999
524,525,-252.76,2024-11-30,1111,7,Home Expenses,Heating,-3105.9200000000046,35773.760000000024,31220.249999999975,63888.09
870,871,-252.04,2024-12-01,2222,9,Holidays,Airplane,-3105.9200000000046,35521.72000000002,31220.249999999975,63636.04999999999
710,711,-312.92,2024-12-01,1111,4,Purchases,Electronics,-3418.8400000000047,35521.72000000002,31220.249999999975,63323.12999999999
94,95,-100.0,2024-12-01,1111,20,Health,Health Insurance,-3518.8400000000047,35521.72000000002,31220.249999999975,63223.12999999999
92,93,-1200.0,2024-12-01,1111,8,Home Expenses,Rent,-4718.840000000005,35521.72000000002,31220.249999999975,62023.12999999999
1700,1701,-20.0,2024-12-01,3333,24,Telecom,Telecom,-4718.840000000005,35521.72000000002,31200.249999999975,62003.12999999999
95,96,12000.0,2024-12-01,3333,17,Income,Salary,-4718.840000000005,35521.72000000002,43200.24999999997,74003.12999999999
1887,1888,-106.22,2024-12-02,3333,16,Leisure,Restaurant,-4718.840000000005,35521.72000000002,43094.02999999997,73896.90999999999
1797,1798,-103.31,2024-12-02,2222,4,Purchases,Electronics,-4718.840000000005,35418.410000000025,43094.02999999997,73793.59999999999
1328,1329,-41.66,2024-12-03,2222,13,Leisure,Activities,-4718.840000000005,35376.75000000002,43094.02999999997,73751.93999999999
742,743,-33.23,2024-12-03,2222,16,Leisure,Restaurant,-4718.840000000005,35343.52000000002,43094.02999999997,73718.70999999999
519,520,-96.3,2024-12-03,2222,18,Health,Medical Appointments,-4718.840000000005,35247.220000000016,43094.02999999997,73622.40999999997
717,718,-71.37,2024-12-03,2222,13,Leisure,Activities,-4718.840000000005,35175.85000000001,43094.02999999997,73551.03999999998
93,94,-40.0,2024-12-03,3333,19,Health,Gym,-4718.840000000005,35175.85000000001,43054.02999999997,73511.03999999998
1217,1218,-89.04,2024-12-04,3333,7,Home Expenses,Heating,-4718.840000000005,35175.85000000001,42964.98999999997,73421.99999999997
344,345,-81.89,2024-12-05,2222,28,Clothing,Clothes,-4718.840000000005,35093.960000000014,42964.98999999997,73340.10999999999
1940,1941,-83.65,2024-12-05,2222,13,Leisure,Activities,-4718.840000000005,35010.31000000001,42964.98999999997,73256.45999999998
381,382,-114.7,2024-12-05,1111,28,Clothing,Clothes,-4833.5400000000045,35010.31000000001,42964.98999999997,73141.75999999998
1881,1882,-122.58,2024-12-05,1111,18,Health,Medical Appointments,-4956.120000000004,35010.31000000001,42964.98999999997,73019.17999999998
699,700,-61.54,2024-12-06,1111,25,Public Transports,Train,-5017.660000000004,35010.31000000001,42964.98999999997,72957.63999999998
839,840,-225.65,2024-12-07,1111,15,Groceries,Groceries,-5243.310000000004,35010.31000000001,42964.98999999997,72731.98999999998
1680,1681,-134.2,2024-12-08,1111,18,Health,Medical Appointments,-5377.510000000004,35010.31000000001,42964.98999999997,72597.78999999998
572,573,-120.46,2024-12-10,2222,11,Holidays,Extra Holiday Expenses,-5377.510000000004,34889.85000000001,42964.98999999997,72477.32999999999
1634,1635,-124.81,2024-12-10,3333,16,Leisure,Restaurant,-5377.510000000004,34889.85000000001,42840.17999999997,72352.51999999999
1623,1624,-29.04,2024-12-11,2222,14,Leisure,Bar,-5377.510000000004,34860.81000000001,42840.17999999997,72323.47999999998
342,343,-143.4,2024-12-11,2222,18,Health,Medical Appointments,-5377.510000000004,34717.41000000001,42840.17999999997,72180.07999999999
1977,1978,-15.18,2024-12-12,2222,25,Public Transports,Train,-5377.510000000004,34702.23000000001,42840.17999999997,72164.89999999998
1934,1935,-153.98,2024-12-12,3333,27,Clothing,Shoes,-5377.510000000004,34702.23000000001,42686.19999999997,72010.91999999998
919,920,-51.33,2024-12-12,3333,4,Purchases,Electronics,-5377.510000000004,34702.23000000001,42634.869999999966,71959.58999999997
1352,1353,-57.83,2024-12-13,1111,11,Holidays,Extra Holiday Expenses,-5435.340000000004,34702.23000000001,42634.869999999966,71901.75999999998
763,764,-219.47,2024-12-14,2222,15,Groceries,Groceries,-5435.340000000004,34482.76000000001,42634.869999999966,71682.28999999998
685,686,-289.27,2024-12-14,3333,15,Groceries,Groceries,-5435.340000000004,34482.76000000001,42345.59999999997,71393.01999999997
1972,1973,-41.39,2024-12-14,3333,16,Leisure,Restaurant,-5435.340000000004,34482.76000000001,42304.20999999997,71351.62999999998
819,820,-64.33,2024-12-15,3333,18,Health,Medical Appointments,-5435.340000000004,34482.76000000001,42239.87999999997,71287.29999999997
1215,1216,-76.53,2024-12-15,2222,6,Home Expenses,Electricity,-5435.340000000004,34406.23000000001,42239.87999999997,71210.76999999997
1051,1052,-91.13,2024-12-16,2222,11,Holidays,Extra Holiday Expenses,-5435.340000000004,34315.10000000001,42239.87999999997,71119.63999999998
974,975,-106.6,2024-12-16,2222,4,Purchases,Electronics,-5435.340000000004,34208.500000000015,42239.87999999997,71013.03999999998
1077,1078,-192.58,2024-12-19,2222,18,Health,Medical Appointments,-5435.340000000004,34015.92000000001,42239.87999999997,70820.45999999998
885,886,-281.79,2024-12-19,3333,10,Holidays,Hotel Stays,-5435.340000000004,34015.92000000001,41958.08999999997,70538.66999999998
1690,1691,-29.75,2024-12-21,1111,14,Leisure,Bar,-5465.090000000004,34015.92000000001,41958.08999999997,70508.91999999998
798,799,570.4,2024-12-22,3333,12,Income,Investiments,-5465.090000000004,34015.92000000001,42528.48999999997,71079.31999999998
1129,1130,-95.53,2024-12-22,2222,25,Public Transports,Train,-5465.090000000004,33920.390000000014,42528.48999999997,70983.78999999998
1164,1165,-227.85,2024-12-23,3333,11,Holidays,Extra Holiday Expenses,-5465.090000000004,33920.390000000014,42300.63999999997,70755.93999999997
1022,1023,-388.26,2024-12-24,1111,10,Holidays,Hotel Stays,-5853.350000000004,33920.390000000014,42300.63999999997,70367.67999999998
1376,1377,-43.02,2024-12-24,3333,26,Public Transports,Bus,-5853.350000000004,33920.390000000014,42257.61999999997,70324.65999999997
951,952,-146.35,2024-12-24,3333,15,Groceries,Groceries,-5853.350000000004,33920.390000000014,42111.269999999975,70178.30999999998
1895,1896,-241.35,2024-12-25,3333,7,Home Expenses,Heating,-5853.350000000004,33920.390000000014,41869.91999999998,69936.95999999999
828,829,-43.8,2024-12-25,2222,16,Leisure,Restaurant,-5853.350000000004,33876.59000000001,41869.91999999998,69893.15999999997
1955,1956,-51.48,2024-12-25,2222,5,Home Expenses,Water,-5853.350000000004,33825.11000000001,41869.91999999998,69841.67999999998
261,262,-670.93,2024-12-26,3333,9,Holidays,Airplane,-5853.350000000004,33825.11000000001,41198.989999999976,69170.74999999997
1978,1979,-46.62,2024-12-26,1111,27,Clothing,Shoes,-5899.970000000004,33825.11000000001,41198.989999999976,69124.12999999998
1230,1231,-157.76,2024-12-27,1111,2,Car,Maintenance,-6057.730000000004,33825.11000000001,41198.989999999976,68966.36999999998
581,582,-32.61,2024-12-27,2222,28,Clothing,Clothes,-6057.730000000004,33792.50000000001,41198.989999999976,68933.75999999998
1826,1827,-14.01,2024-12-27,3333,26,Public Transports,Bus,-6057.730000000004,33792.50000000001,41184.979999999974,68919.74999999997
852,853,-80.26,2024-12-27,1111,28,Clothing,Clothes,-6137.990000000004,33792.50000000001,41184.979999999974,68839.48999999998
1994,1995,-59.59,2024-12-28,1111,6,Home Expenses,Electricity,-6197.5800000000045,33792.50000000001,41184.979999999974,68779.89999999998
357,358,-596.83,2024-12-28,1111,10,Holidays,Hotel Stays,-6794.410000000004,33792.50000000001,41184.979999999974,68183.06999999998
719,720,-32.86,2024-12-30,2222,16,Leisure,Restaurant,-6794.410000000004,33759.64000000001,41184.979999999974,68150.20999999998
1004,1005,-52.12,2024-12-31,2222,11,Holidays,Extra Holiday Expenses,-6794.410000000004,33707.520000000004,41184.979999999974,68098.08999999997
1455,1456,-45.3,2025-01-01,3333,25,Public Transports,Train,-6794.410000000004,33707.520000000004,41139.67999999997,68052.78999999998
99,100,12000.0,2025-01-01,1111,17,Income,Salary,5205.589999999996,33707.520000000004,41139.67999999997,80052.78999999998
1336,1337,-36.47,2025-01-01,1111,16,Leisure,Restaurant,5169.119999999995,33707.520000000004,41139.67999999997,80016.31999999998
353,354,-89.28,2025-01-01,3333,13,Leisure,Activities,5169.119999999995,33707.520000000004,41050.39999999997,79927.03999999998
475,476,-46.46,2025-01-02,1111,26,Public Transports,Bus,5122.659999999995,33707.520000000004,41050.39999999997,79880.57999999997
533,534,-10.89,2025-01-02,1111,13,Leisure,Activities,5111.769999999995,33707.520000000004,41050.39999999997,79869.68999999997
97,98,-40.0,2025-01-02,1111,19,Health,Gym,5071.769999999995,33707.520000000004,41050.39999999997,79829.68999999997
96,97,-1200.0,2025-01-02,3333,8,Home Expenses,Rent,5071.769999999995,33707.520000000004,39850.39999999997,78629.68999999997
1096,1097,-66.84,2025-01-03,1111,25,Public Transports,Train,5004.929999999995,33707.520000000004,39850.39999999997,78562.84999999998
1600,1601,-227.76,2025-01-03,2222,4,Purchases,Electronics,5004.929999999995,33479.76,39850.39999999997,78335.08999999997
626,627,-176.75,2025-01-03,1111,10,Holidays,Hotel Stays,4828.179999999995,33479.76,39850.39999999997,78158.33999999997
98,99,-100.0,2025-01-03,1111,20,Health,Health Insurance,4728.179999999995,33479.76,39850.39999999997,78058.33999999997
727,728,-20.0,2025-01-03,2222,24,Telecom,Telecom,4728.179999999995,33459.76,39850.39999999997,78038.33999999997
1986,1987,-32.65,2025-01-03,3333,16,Leisure,Restaurant,4728.179999999995,33459.76,39817.74999999997,78005.68999999997
1366,1367,-96.64,2025-01-04,2222,1,Car,Fuel,4728.179999999995,33363.12,39817.74999999997,77909.04999999996
802,803,-57.6,2025-01-05,2222,16,Leisure,Restaurant,4728.179999999995,33305.520000000004,39817.74999999997,77851.44999999997
670,671,-62.0,2025-01-06,2222,18,Health,Medical Appointments,4728.179999999995,33243.520000000004,39817.74999999997,77789.44999999997
1382,1383,-82.65,2025-01-07,2222,1,Car,Fuel,4728.179999999995,33160.87,39817.74999999997,77706.79999999996
725,726,114.97,2025-01-07,1111,12,Income,Investiments,4843.149999999995,33160.87,39817.74999999997,77821.76999999996
535,536,-218.89,2025-01-07,1111,7,Home Expenses,Heating,4624.259999999995,33160.87,39817.74999999997,77602.87999999998
1015,1016,-40.17,2025-01-07,3333,5,Home Expenses,Water,4624.259999999995,33160.87,39777.57999999997,77562.70999999996
324,325,-70.66,2025-01-08,3333,16,Leisure,Restaurant,4624.259999999995,33160.87,39706.91999999997,77492.04999999996
892,893,-76.72,2025-01-10,3333,13,Leisure,Activities,4624.259999999995,33160.87,39630.19999999997,77415.32999999996
363,364,-877.33,2025-01-10,1111,4,Purchases,Electronics,3746.929999999995,33160.87,39630.19999999997,76537.99999999997
1395,1396,318.77,2025-01-11,1111,12,Income,Investiments,4065.699999999995,33160.87,39630.19999999997,76856.76999999996
1921,1922,-77.99,2025-01-12,1111,16,Leisure,Restaurant,3987.709999999995,33160.87,39630.19999999997,76778.77999999997
223,224,-96.26,2025-01-13,3333,25,Public Transports,Train,3987.709999999995,33160.87,39533.939999999966,76682.51999999996
1587,1588,-103.27,2025-01-14,2222,18,Health,Medical Appointments,3987.709999999995,33057.600000000006,39533.939999999966,76579.24999999997
1967,1968,-453.37,2025-01-15,2222,10,Holidays,Hotel Stays,3987.709999999995,32604.230000000007,39533.939999999966,76125.87999999998
1641,1642,859.75,2025-01-17,1111,12,Income,Investiments,4847.4599999999955,32604.230000000007,39533.939999999966,76985.62999999998
750,751,-129.91,2025-01-17,3333,15,Groceries,Groceries,4847.4599999999955,32604.230000000007,39404.02999999996,76855.71999999997
1548,1549,-26.02,2025-01-18,2222,13,Leisure,Activities,4847.4599999999955,32578.210000000006,39404.02999999996,76829.69999999995
1867,1868,690.74,2025-01-18,3333,12,Income,Investiments,4847.4599999999955,32578.210000000006,40094.76999999996,77520.43999999996
1888,1889,-131.56,2025-01-18,2222,10,Holidays,Hotel Stays,4847.4599999999955,32446.650000000005,40094.76999999996,77388.87999999996
1567,1568,-140.57,2025-01-20,3333,6,Home Expenses,Electricity,4847.4599999999955,32446.650000000005,39954.19999999996,77248.30999999997
1337,1338,-112.71,2025-01-21,3333,16,Leisure,Restaurant,4847.4599999999955,32446.650000000005,39841.48999999996,77135.59999999996
242,243,-98.57,2025-01-22,1111,7,Home Expenses,Heating,4748.889999999996,32446.650000000005,39841.48999999996,77037.02999999997
219,220,-40.89,2025-01-23,2222,5,Home Expenses,Water,4748.889999999996,32405.760000000006,39841.48999999996,76996.13999999996
686,687,-107.95,2025-01-24,3333,27,Clothing,Shoes,4748.889999999996,32405.760000000006,39733.539999999964,76888.18999999997
1154,1155,-239.3,2025-01-25,3333,7,Home Expenses,Heating,4748.889999999996,32405.760000000006,39494.23999999996,76648.88999999996
410,411,-144.41,2025-01-26,1111,6,Home Expenses,Electricity,4604.479999999996,32405.760000000006,39494.23999999996,76504.47999999997
1681,1682,-244.56,2025-01-26,2222,7,Home Expenses,Heating,4604.479999999996,32161.200000000004,39494.23999999996,76259.91999999995
1647,1648,-67.72,2025-01-26,2222,16,Leisure,Restaurant,4604.479999999996,32093.480000000003,39494.23999999996,76192.19999999995
1418,1419,-56.87,2025-01-27,3333,5,Home Expenses,Water,4604.479999999996,32093.480000000003,39437.36999999996,76135.32999999996
826,827,-202.58,2025-01-28,3333,28,Clothing,Clothes,4604.479999999996,32093.480000000003,39234.78999999996,75932.74999999996
1730,1731,-56.49,2025-01-29,3333,11,Holidays,Extra Holiday Expenses,4604.479999999996,32093.480000000003,39178.29999999996,75876.25999999995
996,997,-55.47,2025-01-30,3333,6,Home Expenses,Electricity,4604.479999999996,32093.480000000003,39122.82999999996,75820.78999999995
1517,1518,-14.2,2025-01-30,3333,26,Public Transports,Bus,4604.479999999996,32093.480000000003,39108.62999999996,75806.58999999997
1515,1516,653.59,2025-01-31,3333,12,Income,Investiments,4604.479999999996,32093.480000000003,39762.21999999996,76460.17999999996
893,894,-470.2,2025-01-31,1111,23,Taxes,Income Taxes,4134.279999999996,32093.480000000003,39762.21999999996,75989.97999999995
808,809,-136.2,2025-02-01,3333,27,Clothing,Shoes,4134.279999999996,32093.480000000003,39626.01999999996,75853.77999999997
349,350,-20.0,2025-02-02,3333,24,Telecom,Telecom,4134.279999999996,32093.480000000003,39606.01999999996,75833.77999999997
102,103,-100.0,2025-02-02,3333,20,Health,Health Insurance,4134.279999999996,32093.480000000003,39506.01999999996,75733.77999999997
392,393,-46.19,2025-02-02,2222,28,Clothing,Clothes,4134.279999999996,32047.290000000005,39506.01999999996,75687.58999999997
100,101,-1200.0,2025-02-03,3333,8,Home Expenses,Rent,4134.279999999996,32047.290000000005,38306.01999999996,74487.58999999997
1604,1605,-452.57,2025-02-03,3333,9,Holidays,Airplane,4134.279999999996,32047.290000000005,37853.44999999996,74035.01999999996
101,102,-40.0,2025-02-03,2222,19,Health,Gym,4134.279999999996,32007.290000000005,37853.44999999996,73995.01999999996
1126,1127,-204.77,2025-02-04,3333,7,Home Expenses,Heating,4134.279999999996,32007.290000000005,37648.679999999964,73790.24999999997
1616,1617,-29.99,2025-02-05,1111,26,Public Transports,Bus,4104.289999999996,32007.290000000005,37648.679999999964,73760.25999999997
